URL_ID,URL
url025,https://www.cnn.com/2024/07/22/politics/democratic-voters-kamala-harris-excitement/index.html
url026,https://www.cnn.com/2024/07/25/politics/fact-check-trump-false-claims-kamala-harris/index.html
url027,https://www.cnn.com/2024/07/25/politics/fact-check-trump-false-claims-kamala-harris/index.html
url028,https://www.cnn.com/2024/07/24/politics/fact-check-harris-project-2025-trump/index.html
url029,https://www.cnn.com/2024/07/24/politics/fact-check-harris-project-2025-trump/index.html
url030,https://www.cnn.com/2024/07/26/politics/kfile-kamala-harris-praised-defund-the-police-movement-in-june-2020/index.html
url031,https://www.cnn.com/2024/07/26/politics/kfile-kamala-harris-praised-defund-the-police-movement-in-june-2020/index.html
url032,https://www.cnn.com/2024/07/23/politics/kfile-jd-vance-believed-donald-trump-sexual-assault-allegations-2016/index.html
url033,https://www.cnn.com/2024/07/23/politics/kfile-jd-vance-believed-donald-trump-sexual-assault-allegations-2016/index.html
url034,https://www.cnn.com/2024/07/03/politics/lbj-biden-what-matters/index.html
url035,https://www.cnn.com/2024/07/03/politics/lbj-biden-what-matters/index.html
url036,https://www.cnn.com/2024/07/09/politics/senate-races-biden-analysis/index.html
url037,https://www.cnn.com/2024/07/09/politics/senate-races-biden-analysis/index.html
url038,https://www.cnn.com/2024/07/26/politics/kamala-harris-election-campaign/index.html
url039,https://www.cnn.com/2024/07/25/politics/fbi-examining-evidence-trump-assassination-attempt/index.html
url040,https://www.cnn.com/2024/07/25/politics/kamala-harris-donald-trump-presidential-debate/index.html
url041,https://www.cnn.com/2024/07/25/politics/biden-netanyahu-meeting/index.html
url042,https://www.cnn.com/2024/07/25/politics/kamala-harris-israel-policy/index.html
url043,https://www.cnn.com/2024/07/25/politics/engoron-recusal-response-trump-civil-case/index.html
url044,https://www.cnn.com/2024/07/25/politics/kagan-supreme-court-ethics-sacramento-conference/index.html
url045,https://www.cnn.com/2024/07/24/politics/fact-check-netanyahu-congress-address/index.html
url046,https://www.cnn.com/2024/07/24/politics/norad-russian-chinese-bombers-alaska/index.html
url047,https://www.cnn.com/2024/07/25/politics/nikki-haley-trump-harris-interview/index.html
url048,https://www.cnn.com/2024/07/25/politics/prosecutors-trump-hush-money/index.html
url049,https://www.cnn.com/2024/07/25/politics/jennifer-wexton-ai-voice-house-floor/index.html
url050,https://www.cnn.com/2024/07/25/politics/us-indicts-north-korean-hacker/index.html
url051,https://www.cnn.com/2024/07/25/politics/bill-barr-2020-election-fraud/index.html
url052,https://www.cnn.com/2024/07/25/politics/barack-obama-kamala-harris-endorsement/index.html
url053,https://www.cnn.com/2024/07/25/politics/jd-vance-10-days-running-mate/index.html
url054,https://www.cnn.com/2024/07/25/politics/nevada-man-threats-bragg-merchan/index.html
url055,https://www.cnn.com/2024/07/24/politics/kerstin-emhoff-defends-kamala-harris-sexism/index.html
url056,https://www.cnn.com/2024/07/25/politics/hunter-biden-lawyers-tax-indictment/index.html
url057,https://www.cnn.com/2024/07/24/politics/biden-oval-office-address-2024/index.html
url058,https://www.cnn.com/2024/07/25/politics/jill-biden-paris-olympics/index.html
url059,https://www.cnn.com/2024/07/26/europe/france-rail-network-disruption-paris-olympics-intl-hnk/index.html
url060,https://www.cnn.com/2024/07/26/europe/france-rail-network-disruption-paris-olympics-intl-hnk/index.html
url061,https://www.cnn.com/2024/07/26/world/manu-solidaire-paris-cnnheroes/index.html
url062,https://www.cnn.com/2024/07/26/uk/assisted-dying-bill-gbr-cmd-intl/index.html
url063,https://www.cnn.com/2024/07/26/india/india-laborer-diamond-intl-hnk/index.html
url064,https://www.cnn.com/2024/07/25/americas/maria-corina-machado-interview-intl-latam/index.html
url065,https://www.cnn.com/2024/07/25/americas/venezuela-election-opposition-migrate-intl-latam/index.html
url066,https://www.cnn.com/2024/07/25/world/isis-k-online-recruitment-security-threat-olympics-intl-cmd/index.html
url067,https://www.cnn.com/2024/07/25/world/isis-k-online-recruitment-security-threat-olympics-intl-cmd/index.html
url068,https://www.cnn.com/2024/07/24/asia/angkor-temples-cambodia-storm-intl-hnk/index.html
url069,https://www.cnn.com/2024/07/24/australia/surfers-leg-shark-attack-australia-intl-scli/index.html
url070,https://www.cnn.com/2024/07/24/asia/typhoon-gaemi-taiwan-china-intl-hnk/index.html
url071,https://www.cnn.com/2024/07/24/americas/darien-gap-floods-kill-migrants-intl-latam/index.html
url072,https://www.cnn.com/2024/07/24/americas/tequila-jose-cuervo-fire-mexico-intl-hnk/index.html
url073,https://www.cnn.com/2024/07/24/africa/mauritania-migrants-shipwreck-intl-latam/index.html
url074,https://www.cnn.com/2024/07/26/world/video/obamas-kamala-harris-5things-digvid
url075,https://www.cnn.com/2024/07/26/world/video/obamas-kamala-harris-5things-digvid
url076,https://www.cnn.com/2024/07/26/world/video/anti-netanyahu-protests-in-us-draw-controversy
url077,https://www.cnn.com/2024/07/26/world/video/anti-netanyahu-protests-in-us-draw-controversy
url078,https://www.cnn.com/2024/07/25/world/video/paris-mayor-anne-hidalgo-olympic-games-bell-digvid
url079,https://www.cnn.com/2024/07/25/world/video/paris-mayor-anne-hidalgo-olympic-games-bell-digvid
url080,https://www.cnn.com/2024/07/25/world/video/isis-k-resurging-paton-walsh-digvid
url081,https://www.cnn.com/2024/07/25/world/video/isis-k-resurging-paton-walsh-digvid
url082,https://www.cnn.com/2024/07/20/europe/russia-krasnodar-protest-power-cuts-intl/index.html
url083,https://www.cnn.com/2024/07/20/europe/russia-krasnodar-protest-power-cuts-intl/index.html
url084,https://www.cnn.com/2024/07/20/europe/cyprus-50-years-division-intl/index.html
url085,https://www.cnn.com/2024/07/20/europe/ukraine-zelensky-uncertainty-russia-negotiations-intl/index.html
url086,https://www.cnn.com/2024/07/19/europe/italian-journalist-giorgia-meloni-tweet-mocking-height-intl-scli/index.html
url087,https://www.cnn.com/2024/07/18/europe/putin-summer-residence-fortification/index.html
url088,https://www.cnn.com/2024/07/18/europe/europe-russia-isolationist-us-unity-intl-hnk/index.html
url089,https://www.cnn.com/2024/07/25/middleeast/israel-netanyahu-us-congress-speech-hostage-reaction-intl/index.html
url090,https://www.cnn.com/2024/07/25/middleeast/israel-netanyahu-us-congress-speech-hostage-reaction-intl/index.html
url091,https://www.cnn.com/2024/07/24/middleeast/erdogan-assad-turkey-syrian-refugees-mime-intl/index.html
url092,https://www.cnn.com/2024/07/24/middleeast/israel-restrictions-palestinian-doctors-gaza-cmd-intl/index.html
url093,https://www.cnn.com/2024/07/23/middleeast/israel-gaza-war-khan-younis-humanitarian-zone-intl/index.html
url094,https://www.cnn.com/2024/07/22/middleeast/benjamin-netanyahu-washington-dc-visit-mime-intl/index.html
url095,https://www.cnn.com/2024/07/22/middleeast/west-bank-attacks-qusra-intl/index.html
url096,https://www.cnn.com/2024/07/25/africa/ethiopia-landslide-deaths-reach-257-intl/index.html
url097,https://www.cnn.com/2024/07/25/africa/ethiopia-landslide-deaths-reach-257-intl/index.html
url098,https://www.cnn.com/2024/07/23/africa/ethiopia-landslides-intl-latam/index.html
url099,https://www.cnn.com/2024/07/23/africa/kenya-protesters-to-occupy-main-airport-intl/index.html
url100,https://www.cnn.com/2024/07/22/africa/uganda-anti-corruption-protest-intl/index.html
url101,https://www.cnn.com/2024/07/23/americas/argos-georgia-fishing-boat-sinks-falklands-intl-latam/index.html
url102,https://www.cnn.com/2024/07/23/americas/argos-georgia-fishing-boat-sinks-falklands-intl-latam/index.html
url103,https://www.cnn.com/2024/07/23/americas/analysis-venezuela-election-maduro-intl-latam/index.html
url104,https://www.cnn.com/2024/07/22/americas/sable-island-shipwreck-scli-intl/index.html
url105,https://www.cnn.com/2024/07/21/americas/venezuela-presidential-election-explainer-intl-latam/index.html
url106,https://www.cnn.com/2024/07/25/asia/philippines-flooding-manila-climate-typhoon-gaemi-intl-hnk/index.html
url107,https://www.cnn.com/2024/07/25/asia/philippines-flooding-manila-climate-typhoon-gaemi-intl-hnk/index.html
url108,https://www.cnn.com/2024/07/24/asia/nepal-saurya-airline-plane-crash-intl-hnk/index.html
url109,https://www.cnn.com/2024/07/24/asia/north-korea-trash-balloons-presidential-compound-intl-hnk/index.html
url110,https://www.cnn.com/2024/07/24/asia/reality-show-protected-bird-new-zealand-intl-hnk/index.html
url111,https://www.cnn.com/2024/07/25/style/taylor-swift-the-man-music-video/index.html
url112,https://www.cnn.com/2024/07/25/style/taylor-swift-the-man-music-video/index.html
url113,https://www.cnn.com/2024/07/25/style/puerto-rico-hair-discrimination/index.html
url114,https://www.cnn.com/2024/07/24/style/art-of-climbing-simon-carter-intl-hnk/index.html
url115,https://www.cnn.com/2024/07/24/style/underwater-roman-mosaic-scli-intl/index.html
url116,https://www.cnn.com/2024/07/24/style/gigi-hadid-midriff-top-lotw/index.html
url117,https://www.cnn.com/2024/07/26/weather/atlantic-hurricane-forecast-climate/index.html
url118,https://www.cnn.com/2024/07/26/weather/atlantic-hurricane-forecast-climate/index.html
url119,https://www.cnn.com/2024/07/25/weather/jasper-national-park-canada-wildfire/index.html
url120,https://www.cnn.com/2024/07/23/weather/canada-fire-jasper-national-park/index.html
url121,https://www.cnn.com/2024/07/24/world/video/protests-netanyahu-congress-israel-gaza-digvid
url122,https://www.cnn.com/2024/07/24/world/video/protests-netanyahu-congress-israel-gaza-digvid
url123,https://www.cnn.com/2024/07/24/world/video/benjamin-netanyahu-iran-axis-of-terror-congress-speech-digvid
url124,https://www.cnn.com/2024/07/24/world/video/benjamin-netanyahu-iran-axis-of-terror-congress-speech-digvid
url125,https://www.cnn.com/2024/07/24/europe/yulia-alyoshina-russian-transgender-politician-fear-intl/index.html
url126,https://www.cnn.com/2024/07/24/europe/yulia-alyoshina-russian-transgender-politician-fear-intl/index.html
url127,https://www.cnn.com/2024/07/24/world/video/pkg-syria-turkey-mclean-intl
url128,https://www.cnn.com/2024/07/24/world/video/pkg-syria-turkey-mclean-intl
url129,https://www.cnn.com/2024/07/24/world/video/biden-speech-paris-olympics-5things-digvid
url130,https://www.cnn.com/2024/07/24/world/video/biden-speech-paris-olympics-5things-digvid
url131,https://www.cnn.com/2024/07/24/world/video/nairobi-protests-escalation-madowo-ovn-ldn-digvid
url132,https://www.cnn.com/2024/07/24/world/video/nairobi-protests-escalation-madowo-ovn-ldn-digvid
url133,https://www.cnn.com/2024/07/24/world/video/brat-summer-charli-xcx-stewart-pkg-072304pseg2-cnni-world-fast
url134,https://www.cnn.com/2024/07/24/world/video/brat-summer-charli-xcx-stewart-pkg-072304pseg2-cnni-world-fast
url135,https://www.cnn.com/2024/07/24/europe/russia-moscow-troops-signing-bonus-intl-hnk/index.html
url136,https://www.cnn.com/2024/07/24/europe/russia-moscow-troops-signing-bonus-intl-hnk/index.html
url137,https://www.cnn.com/2024/07/24/world/video/palestinians-caught-between-israel-and-hamas-describe-dire-situation
url138,https://www.cnn.com/2024/07/24/world/video/palestinians-caught-between-israel-and-hamas-describe-dire-situation
url139,https://www.cnn.com/2024/07/24/australia/newzealand-abuse-care-inquriy-intl-hnk/index.html
url140,https://www.cnn.com/2024/07/24/australia/newzealand-abuse-care-inquriy-intl-hnk/index.html
url141,https://www.cnn.com/2024/07/23/asia/south-china-sea-deal-explainer-intl-hnk/index.html
url142,https://www.cnn.com/2024/07/23/asia/south-china-sea-deal-explainer-intl-hnk/index.html
url143,https://www.cnn.com/2024/07/23/world/video/the-lead-aviva-siegel-hamas-israel-hostages-biden-netanyahu-jake-tapper
url144,https://www.cnn.com/2024/07/23/world/video/the-lead-aviva-siegel-hamas-israel-hostages-biden-netanyahu-jake-tapper
url145,https://www.cnn.com/2024/07/22/style/bond-tower-tirana-albania/index.html
url146,https://www.cnn.com/2024/07/22/style/bond-tower-tirana-albania/index.html
url147,https://www.cnn.com/2024/07/19/style/skywalkers-rooftopping-documentary-culture-queue/index.html
url148,https://www.cnn.com/2024/07/18/style/rome-ancient-papal-palace/index.html
url149,https://www.cnn.com/2024/07/17/style/rajesh-vora-punjab-architecture-snap/index.html
url150,https://www.cnn.com/2024/07/25/sport/tom-aspinall-ufc304-profile-spt-intl/index.html
url151,https://www.cnn.com/2024/07/25/sport/tom-aspinall-ufc304-profile-spt-intl/index.html
url152,https://www.cnn.com/2024/07/23/tech/trump-taiwan-tsmc-chips-industry-hnk-intl/index.html
url153,https://www.cnn.com/2024/07/23/tech/trump-taiwan-tsmc-chips-industry-hnk-intl/index.html
url154,https://www.cnn.com/2024/07/23/tech/wiz-google-cybersecurity-deal-off/index.html
url155,https://www.cnn.com/2024/07/23/tech/wiz-google-cybersecurity-deal-off/index.html
url156,https://www.cnn.com/2024/07/21/tech/how-ai-helps-companies-set-prices/index.html
url157,https://www.cnn.com/2024/07/21/tech/how-ai-helps-companies-set-prices/index.html
url158,https://www.cnn.com/2024/07/26/us/california-park-fire-oregon-durkee-jasper/index.html
url159,https://www.cnn.com/2024/07/26/us/california-park-fire-oregon-durkee-jasper/index.html
url160,https://www.cnn.com/2024/07/26/us/virginia-boy-charged-swatting-calls/index.html
url161,https://www.cnn.com/2024/07/26/us/5-things-to-know-for-july-26-olympics-presidential-debate-cartel-leaders-homeless-encampments-artificial-intelligence/index.html
url162,https://www.cnn.com/2024/07/26/us/california-homeless-encampments-gavin-newsom-order/index.html
url163,https://www.cnn.com/2024/07/25/us/sinoloa-cartel-ismael-zambada-custody-report/index.html
url164,https://www.cnn.com/2024/07/25/us/durkee-fire-oregon/index.html
url165,https://www.cnn.com/2024/07/25/us/missouri-lawsuits-allege-abuse-priests-nuns/index.html
url166,https://www.cnn.com/2024/07/25/us/gavin-newsom-executive-order-homeless-encampments/index.html
url167,https://www.cnn.com/2024/07/25/us/andrew-tate-florida-lawsuit/index.html
url168,https://www.cnn.com/2024/07/25/us/andrew-tate-florida-lawsuit/index.html
url169,https://www.cnn.com/2024/07/24/us/mayor-karen-bass-home-break-in-defendant-plea-deal/index.html
url170,https://www.cnn.com/2024/07/24/us/missouri-christopher-dunn-released/index.html
url171,https://www.cnn.com/2024/07/24/us/5-things-pm-july-24-trnd/index.html
url172,https://www.cnn.com/2024/07/24/us/sean-grayson-illinois-police-officer-shooting-sonya-massey/index.html
url173,https://www.cnn.com/2024/07/24/us/salman-rushdie-stabbing-suspect-terrorism-charges/index.html
url174,https://www.cnn.com/2024/07/24/us/michigan-atv-trump-signs/index.html
url175,https://www.cnn.com/2024/07/26/us/video/chico-california-wildfire-arson-arrest-evacuations-bernal-cnc-digvid
url176,https://www.cnn.com/2024/07/26/us/video/chico-california-wildfire-arson-arrest-evacuations-bernal-cnc-digvid
url177,https://www.cnn.com/2024/07/26/us/video/christopher-dunn-wife-lcl-digvid
url178,https://www.cnn.com/2024/07/26/us/video/christopher-dunn-wife-lcl-digvid
url179,https://www.cnn.com/2024/07/25/us/video/house-explosion-park-fire-california-digvid
url180,https://www.cnn.com/2024/07/25/us/video/house-explosion-park-fire-california-digvid
url181,https://www.cnn.com/2024/07/25/us/video/newsom-executive-order-homeless-encampments-california-chen-pkg-digvid
url182,https://www.cnn.com/2024/07/25/us/video/newsom-executive-order-homeless-encampments-california-chen-pkg-digvid
url183,https://www.cnn.com/2024/07/26/politics/fbi-trump-interview-assassination-attempt/index.html
url184,https://www.cnn.com/2024/07/26/politics/fbi-trump-interview-assassination-attempt/index.html
url185,https://www.cnn.com/2024/07/26/politics/martin-indyk-former-ambassador-to-israel-dies/index.html
url186,https://www.cnn.com/2024/07/26/politics/trump-netanyahu-meeting-mar-a-lago/index.html
url187,https://www.cnn.com/2024/07/25/politics/harris-netanyahu-israel-hamas-ceasefire/index.html
url188,https://www.cnn.com/2024/07/26/economy/us-pce-inflation-consumer-spending-june/index.html
url189,https://www.cnn.com/2024/07/26/economy/us-pce-inflation-consumer-spending-june/index.html
url190,https://www.cnn.com/2024/07/26/investing/man-group-robyn-grew-ai/index.html
url191,https://www.cnn.com/2024/07/26/economy/olympics-economics-paris-2024/index.html
url192,https://www.cnn.com/2024/07/26/business/lvmh-luxury-firms-china-slowdown/index.html
url193,https://www.cnn.com/2024/07/26/business/trump-crypto-bitcoin/index.html
url194,https://www.cnn.com/2024/07/25/us/texas-abortion-lawsuit-proceed-lizelle-gonzalez/index.html
url195,https://www.cnn.com/2024/07/25/us/texas-abortion-lawsuit-proceed-lizelle-gonzalez/index.html
url196,https://www.cnn.com/2024/07/25/us/death-valley-tourist-burned-feet/index.html
url197,https://www.cnn.com/2024/07/25/us/death-valley-tourist-burned-feet/index.html
url198,https://www.cnn.com/2024/07/25/us/andrew-tate-florida-lawsuit/index.html
url199,https://www.cnn.com/2024/07/25/us/andrew-tate-florida-lawsuit/index.html
url200,https://www.cnn.com/2024/07/24/us/mayor-karen-bass-home-break-in-defendant-plea-deal/index.html
url201,https://www.cnn.com/2024/07/24/us/mayor-karen-bass-home-break-in-defendant-plea-deal/index.html
url202,https://www.cnn.com/2024/07/24/us/missouri-christopher-dunn-released/index.html
url203,https://www.cnn.com/2024/07/24/us/missouri-christopher-dunn-released/index.html
url204,https://www.cnn.com/2024/07/24/us/5-things-pm-july-24-trnd/index.html
url205,https://www.cnn.com/2024/07/24/us/5-things-pm-july-24-trnd/index.html
url206,https://www.cnn.com/2024/07/24/us/sean-grayson-illinois-police-officer-shooting-sonya-massey/index.html
url207,https://www.cnn.com/2024/07/24/us/sean-grayson-illinois-police-officer-shooting-sonya-massey/index.html
url208,https://www.cnn.com/2024/07/24/us/salman-rushdie-stabbing-suspect-terrorism-charges/index.html
url209,https://www.cnn.com/2024/07/24/us/salman-rushdie-stabbing-suspect-terrorism-charges/index.html
url210,https://www.cnn.com/2024/07/24/us/michigan-atv-trump-signs/index.html
url211,https://www.cnn.com/2024/07/24/us/michigan-atv-trump-signs/index.html
url212,https://www.cnn.com/2024/05/30/us/kohberger-idaho-killings-pretrial-hearings/index.html
url213,https://www.cnn.com/2024/05/30/us/kohberger-idaho-killings-pretrial-hearings/index.html
url214,https://www.cnn.com/2024/07/23/us/video/new-video-trump-rally-shooting-aftermath-digvid
url215,https://www.cnn.com/2024/07/23/us/video/new-video-trump-rally-shooting-aftermath-digvid
url216,https://www.cnn.com/2024/07/23/us/sonya-massey-police-shooting-what-went-wrong/index.html
url217,https://www.cnn.com/2024/07/23/us/sonya-massey-police-shooting-what-went-wrong/index.html
url218,https://www.cnn.com/2024/07/26/economy/us-pce-inflation-consumer-spending-june/index.html
url219,https://www.cnn.com/2024/07/26/investing/man-group-robyn-grew-ai/index.html
url220,https://www.cnn.com/2024/07/26/economy/olympics-economics-paris-2024/index.html
url221,https://www.cnn.com/2024/07/26/economy/us-pce-inflation-consumer-spending-june/index.html
url222,https://www.cnn.com/2024/07/26/economy/us-pce-inflation-consumer-spending-june/index.html
url223,https://www.cnn.com/2024/07/26/investing/man-group-robyn-grew-ai/index.html
url224,https://www.cnn.com/2024/07/26/investing/man-group-robyn-grew-ai/index.html
url225,https://www.cnn.com/2024/07/26/economy/olympics-economics-paris-2024/index.html
url226,https://www.cnn.com/2024/07/26/economy/olympics-economics-paris-2024/index.html
url227,https://www.cnn.com/2024/07/26/business/lvmh-luxury-firms-china-slowdown/index.html
url228,https://www.cnn.com/2024/07/26/business/lvmh-luxury-firms-china-slowdown/index.html
url229,https://www.cnn.com/2024/07/26/business/trump-crypto-bitcoin/index.html
url230,https://www.cnn.com/2024/07/26/business/trump-crypto-bitcoin/index.html
url231,https://www.cnn.com/2024/07/26/business/russia-china-hong-kong-ukraine-sanctions-kuleba-hnk-intl/index.html
url232,https://www.cnn.com/2024/07/26/business/russia-china-hong-kong-ukraine-sanctions-kuleba-hnk-intl/index.html
url233,https://www.cnn.com/2024/07/26/business/reid-hoffman-kamala-harris-ftc-khan/index.html
url234,https://www.cnn.com/2024/07/26/business/reid-hoffman-kamala-harris-ftc-khan/index.html
url235,https://www.cnn.com/2024/07/26/business/more-starter-homes-cost-one-million-dollars/index.html
url236,https://www.cnn.com/2024/07/26/business/more-starter-homes-cost-one-million-dollars/index.html
url237,https://www.cnn.com/2024/07/25/media/sag-aftra-video-game-performers-strike/index.html
url238,https://www.cnn.com/2024/07/25/media/sag-aftra-video-game-performers-strike/index.html
url239,https://www.cnn.com/2024/07/26/business/ohio-restaurant-boneless-wings-lawsuit/index.html
url240,https://www.cnn.com/2024/07/26/business/ohio-restaurant-boneless-wings-lawsuit/index.html
url241,https://www.cnn.com/2024/07/25/tech/openai-artificial-intelligence-ai-search-engine/index.html
url242,https://www.cnn.com/2024/07/25/media/british-tabloid-battle-royal-family-prince-harry/index.html
url243,https://www.cnn.com/2024/07/25/business/passengers-delta-meltdown-stories/index.html
url244,https://www.cnn.com/2024/07/25/tech/kamala-harris-tech-industry-support/index.html
url245,https://www.cnn.com/2024/07/25/tech/elon-musk-daughter-vivian-jenna-wilson-criticizes-posts/index.html
url246,https://www.cnn.com/2024/07/25/business/california-supreme-court-uber-lyft-drivers-independent-contractors/index.html
url247,https://www.cnn.com/2024/07/25/media/gateway-pundit-bankruptcy-tossed-election-defamation/index.html
url248,https://www.cnn.com/2024/07/25/economy/us-economy-gdp-second-quarter/index.html
url249,https://www.cnn.com/2024/07/25/economy/takeaways-gdp-economy/index.html
url250,https://www.cnn.com/2024/07/25/investing/southwest-airlines-assigned-seats/index.html
url251,https://www.cnn.com/2024/07/24/business/boeing-doj-plea-deal/index.html
url252,https://www.cnn.com/2024/07/25/economy/wealth-tax-super-rich-oxfam-report/index.html
url253,https://www.cnn.com/2024/07/25/business/disney-hulu-and-max-launch-streaming-bundle-at-up-to-38-discount/index.html
url254,https://www.cnn.com/2024/07/26/business/video/ai-sport-olympics-gymnastics-fujitsu-mpa-hnk-spc
url255,https://www.cnn.com/2024/07/26/business/video/ai-sport-olympics-gymnastics-fujitsu-mpa-hnk-spc
url256,https://www.cnn.com/2024/07/25/business/video/ai-nex-sport-basketball-mpa-hnk-spc
url257,https://www.cnn.com/2024/07/25/business/video/ai-nex-sport-basketball-mpa-hnk-spc
url258,https://www.cnn.com/2024/07/25/business/video/rupert-murdoch-media-empire-feud-rutenberg-new-york-times-cnc-digvid
url259,https://www.cnn.com/2024/07/25/business/video/rupert-murdoch-media-empire-feud-rutenberg-new-york-times-cnc-digvid
url260,https://www.cnn.com/2024/07/25/business/video/nasa-boeing-starliner-astrounats-space-return-fisher-digvid
url261,https://www.cnn.com/2024/07/25/business/video/nasa-boeing-starliner-astrounats-space-return-fisher-digvid
url262,https://www.cnn.com/2024/07/23/business/crowdstrike-tech-nightcap/index.html
url263,https://www.cnn.com/2024/07/23/business/crowdstrike-tech-nightcap/index.html
url264,https://www.cnn.com/2024/07/23/business/overstock-website-relaunch/index.html
url265,https://www.cnn.com/2024/07/23/business/china-retirement-age-backlash-intl-hnk/index.html
url266,https://www.cnn.com/2024/07/22/business/misinformation-kamala-harris/index.html
url267,https://www.cnn.com/2024/07/22/business/misinformation-kamala-harris/index.html
url268,https://www.cnn.com/2024/07/22/investing/global-markets-rise-in-bidens-wake/index.html
url269,https://www.cnn.com/2024/07/22/tech/hackers-crowdstrike-outage-scams/index.html
url270,https://www.cnn.com/2024/07/22/media/us-russian-journalist-sentenced-to-6-5-years-in-jail-after-swift-secret-trial-in-russia/index.html
url271,https://www.cnn.com/2024/07/20/business/video/stranded-passengers-atlanta-global-outage-rosales-nr-digvid
url272,https://www.cnn.com/2024/07/20/business/video/stranded-passengers-atlanta-global-outage-rosales-nr-digvid
url273,https://www.cnn.com/2024/07/25/business/video/reid-hoffman-backing-kamala-harris-digvid
url274,https://www.cnn.com/2024/07/25/business/video/reid-hoffman-backing-kamala-harris-digvid
url275,https://www.cnn.com/2024/07/23/business/video/delta-cancellations-missing-luggage-digvid
url276,https://www.cnn.com/2024/07/23/business/video/delta-cancellations-missing-luggage-digvid
url277,https://www.cnn.com/2024/07/22/business/video/louis-vuitton-olympics-spc
url278,https://www.cnn.com/2024/07/22/business/video/louis-vuitton-olympics-spc
url279,https://www.cnn.com/2024/07/22/business/video/paris-olympics-eiffel-tower-stadium-spc
url280,https://www.cnn.com/2024/07/22/business/video/paris-olympics-eiffel-tower-stadium-spc
url281,https://www.cnn.com/2024/06/17/success/how-to-find-good-affordable-colleges/index.html
url282,https://www.cnn.com/2024/06/17/success/how-to-find-good-affordable-colleges/index.html
url283,https://www.cnn.com/2024/06/13/success/gallup-workers-economy-lonely-unhappy/index.html
url284,https://www.cnn.com/2024/06/13/success/gallup-workers-economy-lonely-unhappy/index.html
url285,https://www.cnn.com/2024/06/12/success/saving-under-high-interest-rates/index.html
url286,https://www.cnn.com/2024/06/12/success/saving-under-high-interest-rates/index.html
url287,https://www.cnn.com/2024/06/01/success/buying-house-in-retirement-mortgage/index.html
url288,https://www.cnn.com/2024/06/01/success/buying-house-in-retirement-mortgage/index.html
url289,https://www.cnn.com/2024/06/26/tech/al-michaels-ai-olympics/index.html
url290,https://www.cnn.com/2024/06/26/tech/al-michaels-ai-olympics/index.html
url291,https://www.cnn.com/2024/07/03/tech/google-ai-greenhouse-gas-emissions-environmental-impact/index.html
url292,https://www.cnn.com/2024/07/03/tech/google-ai-greenhouse-gas-emissions-environmental-impact/index.html
url293,https://www.cnn.com/2024/07/03/tech/elevenlabs-ai-celebrity-voices/index.html
url294,https://www.cnn.com/2024/07/03/tech/elevenlabs-ai-celebrity-voices/index.html
url295,https://www.cnn.com/2024/07/01/tech/meta-eu-competition-rules/index.html
url296,https://www.cnn.com/2024/07/01/tech/meta-eu-competition-rules/index.html
url297,https://www.cnn.com/2024/07/02/media/biden-mental-fitness/index.html
url298,https://www.cnn.com/2024/07/02/media/biden-mental-fitness/index.html
